10300,1616.04,1.1713,0.0500,75.0,90.8
10350,1637.42,1.1893,0.0500,77.0,91.8
10400,1672.50,1.1376,0.0500,80.0,93.0
10450,1656.00,1.1461,0.0500,79.0,92.3
10500,1626.13,1.1280,0.0500,76.0,91.3
10550,1680.17,1.1354,0.0500,81.0,93.2
10600,1665.47,1.1649,0.0500,80.0,92.4
10650,1588.13,1.2002,0.0500,73.0,89.8
10700,1594.99,1.1538,0.0500,73.0,90.1
10750,1586.80,1.2034,0.0500,71.0,89.6
10800,1566.47,1.2049,0.0500,70.0,88.9
10850,1579.18,1.1862,0.0500,72.0,89.8
10900,1615.14,1.2200,0.0500,76.0,91.1
10950,1594.52,1.2049,0.0500,75.0,90.1
11000,1594.88,1.2003,0.0500,75.0,90.1
11050,1682.34,1.1131,0.0500,82.0,93.5
11100,1674.76,1.1419,0.0500,81.0,93.1
11150,1551.24,1.1500,0.0500,69.0,88.7
11200,1535.51,1.3951,0.0500,67.0,88.2
11250,1605.67,1.1685,0.0500,74.0,90.5
11300,1656.41,1.1742,0.0500,79.0,92.1
11350,1660.46,1.2260,0.0500,81.0,92.6
11400,1629.66,1.1927,0.0500,78.0,91.7
11450,1606.21,1.1650,0.0500,75.0,90.8
11500,1608.73,1.1653,0.0500,74.0,90.8
11550,1645.69,1.2017,0.0500,77.0,91.8
11600,1654.18,1.1707,0.0500,79.0,92.3
11650,1602.78,1.2121,0.0500,75.0,90.8
11700,1573.79,1.2363,0.0500,73.0,89.8
11750,1599.17,1.1800,0.0500,74.0,90.4
11800,1598.14,1.2576,0.0500,73.0,90.2
11850,1602.48,1.2518,0.0500,74.0,90.4
11900,1663.14,1.1434,0.0500,80.0,92.6
11950,1654.74,1.1312,0.0500,79.0,92.1
12000,1636.56,1.1702,0.0500,78.0,91.8
12050,1619.24,1.2806,0.0500,77.0,91.4
12100,1620.20,1.2018,0.0500,76.0,91.2
12150,1678.56,1.1540,0.0500,81.0,93.1
12200,1694.94,1.1622,0.0500,83.0,93.4
12250,1694.90,1.1868,0.0500,82.0,93.5
12300,1662.63,1.1198,0.0500,79.0,92.1
12350,1651.65,1.1948,0.0500,79.0,91.8
12400,1649.72,1.2025,0.0500,79.0,92.1
12450,1666.77,1.1436,0.0500,80.0,92.7
12500,1686.45,1.1482,0.0500,82.0,93.3
12550,1628.36,1.1712,0.0500,77.0,91.6
12600,1606.20,1.1535,0.0500,75.0,90.8
12650,1666.30,1.1909,0.0500,80.0,92.6
12700,1708.71,1.0958,0.0500,83.0,94.1
12750,1726.27,1.0791,0.0500,85.0,94.6
12800,1695.69,1.1085,0.0500,83.0,93.6
12850,1655.82,1.1418,0.0500,80.0,92.4
